ID,Size Input,Knuth's BST,Bisection heuristic BST,Perfectly Balanced BST
610,610,219978381,229795711,302525735
611,611,208683698,218726430,282083887
612,612,213069783,220367519,287424563
613,613,213364349,221511447,288069922
614,614,207514400,212840886,287002756
615,615,197238342,208628959,274988315
616,616,217248071,229290834,293527229
617,617,192933697,200768906,266778238
618,618,192182059,198570999,267000046
619,619,193417855,200862669,267293566
620,620,205387351,211916191,282844306
621,621,202712571,212328526,277735145
622,622,197239301,204662364,274253034
623,623,189046883,201377037,264519650
624,624,216832318,226233075,297002238
625,625,204363092,213509149,281930768
626,626,190632673,199044127,265574697
627,627,182518424,188341355,254583654
628,628,203850113,208860498,283198857
629,629,199075242,209477715,279284875
630,630,219798474,231452066,297309887
631,631,198582723,209070502,278730238
632,632,204772875,209474819,283464310
633,633,209298929,217296779,289651780
634,634,219376413,230378883,301797466
635,635,198209512,207522347,278363338
636,636,225045955,233102924,313862800
637,637,208987266,221377371,290194069
638,638,214678226,223577996,300216111
639,639,204497902,214421017,273819729
640,640,215149612,229567167,287699960
641,641,221005416,228613484,299557060
642,642,210504701,217875306,290389811
643,643,186674582,193581298,261283296
644,644,227844298,234728015,308820321
645,645,205074076,213033038,280924084
646,646,217696235,227923961,295702108
647,647,220169108,229740351,304311475
648,648,217805847,226718502,298789700
649,649,230840151,242253681,318939871
650,650,207849722,217103289,283140176
651,651,215048582,220216333,294730935
652,652,210790323,220919831,291021674
653,653,212132843,223457415,294798578
654,654,239682184,248252052,324563470
655,655,219649286,229162378,299486186
656,656,220104806,226931285,306437566
657,657,230513265,236816563,313397070
658,658,200793333,206798842,276521625
659,659,216560338,227156230,300946055
660,660,214980695,224403274,294192251
661,661,209115506,215984543,291392823
662,662,226592889,236936475,307825743
663,663,213615313,222129529,292396907
664,664,223562603,236679590,307355753
665,665,208094009,217231792,290129395
666,666,229263858,238658472,320305396
667,667,211283642,220382229,291138264
668,668,229992374,238712553,314959847
669,669,224382940,234058805,312418888
670,670,243035000,250511268,332185836
671,671,229952741,239255804,310305746
672,672,226105566,234572447,310200676
673,673,226380873,235214262,310841200
674,674,199937077,209064961,277413036
675,675,230367712,241902787,318436958
676,676,239828117,248262177,327776633
677,677,212121198,222076581,291415827
678,678,225070752,236508971,306792615
679,679,218214073,231483924,301581149
680,680,238426892,249472183,323977677
681,681,224602431,234713997,306923237
682,682,231830028,241657952,316794576
683,683,239695443,248677298,328138700
684,684,212712277,221849784,296706857
685,685,225782405,235793300,310062466
686,686,238504679,246115081,322621460
687,687,209098894,218780897,287757442
688,688,253234542,262595991,343928712
689,689,250499361,263766583,345849025
690,690,233228834,240234701,317181392
691,691,241953537,255263638,332728115
692,692,237076562,243784833,323832311
693,693,238628724,247542302,325399326
694,694,227346807,237274822,313489272
695,695,232076669,240203209,319395517
696,696,232427964,243460683,315649842
697,697,241601127,252010047,329986562
698,698,233244571,244248458,320486113
699,699,232514824,243425407,322697665
700,700,226959407,237476059,312710007
701,701,232825425,244079253,322076402
702,702,253635985,258210046,344366031
703,703,228399707,237542155,312994640
704,704,239945561,248180050,320672396
705,705,236889896,242839094,324411648
706,706,229853303,242432611,313832714
707,707,236034367,242159467,323230398
708,708,225726316,235624600,307815508
709,709,222291417,233213117,304322989
710,710,244827122,256366023,337657280
711,711,237643382,243662070,322372122
712,712,235841685,245506192,321104793
713,713,257156532,266887131,346233923
714,714,250893198,261196096,341323505
715,715,234824540,243004337,326184796
716,716,238584628,247987464,326298303
717,717,219913287,229214505,300785385
718,718,245892208,253428921,331928427
719,719,247632363,254776645,337179019
720,720,253143037,262774388,337872114
721,721,229489517,241784571,314049689
722,722,266710107,275191927,361762932
723,723,249452381,262476793,340158935
724,724,259916642,268587750,353314808
725,725,232603629,239421793,321444338
726,726,245601731,252085782,334381762
727,727,238483624,250098689,327080468
728,728,237350665,248577193,326070354
729,729,239887023,249481695,322914115
730,730,258690802,269609329,352577820
731,731,267792704,281323921,364939129
732,732,253544356,261506328,344807284
733,733,224519095,231358265,305911168
734,734,249307334,258915233,341322039
735,735,244408503,255525374,333194717
736,736,242499853,250885393,330551343
737,737,278040370,284771920,377674272
738,738,254366367,261841481,346682429
739,739,260783467,271243833,353528272
740,740,252356822,262024466,344859226
741,741,253425081,261418502,341555033
742,742,248673038,256159900,345304369
743,743,242008067,250483683,333948741
744,744,246341421,255728631,338708631
745,745,252484593,266021850,349520069
746,746,250222369,260458739,344414941
747,747,265279543,276627185,361276166
748,748,240229550,247478677,324807331
749,749,245118170,254056054,332426358
750,750,262135207,272694585,359578603
751,751,239045948,246795327,327739867
752,752,273921035,283771689,372976212
753,753,262580408,272514850,360952505
754,754,239585708,248853863,329240188
755,755,265326470,274821228,362865402
756,756,257003952,262732856,355795597
757,757,236296715,245132249,324260969
758,758,267020513,277098339,369284693
759,759,251308724,263615304,345023251
760,760,238836613,246631606,334237705
761,761,254811888,267125083,351009529
762,762,256677546,268067596,352752136
763,763,250917994,260442874,345497323
764,764,245036207,256305448,345025495
765,765,273208951,279623058,383263355
766,766,273792081,281522834,384072470
767,767,251286763,262368278,317118472
768,768,250589107,257505314,317808789
769,769,283149905,293972977,378110946
770,770,254600064,264743750,337157637
771,771,267457332,273495656,359161502
772,772,290350495,301002078,389534646
773,773,240328727,249419205,329114441
774,774,271737500,280067776,366715959
775,775,240867053,248547438,332922197
776,776,268439818,280488291,359742352
777,777,258132439,268775064,349734516
778,778,257804214,267448332,352613257
779,779,264573257,275848517,362756078
780,780,252852068,263127162,344424273
781,781,246120291,259574132,340359785
782,782,269822849,278068022,366720655
783,783,290779146,301144502,393788155
784,784,234147288,245669453,322828828
785,785,250211741,259669764,343037225
786,786,268087276,276147433,361272362
787,787,252550330,267027474,350478444
788,788,287554631,297043352,385612332
789,789,277279893,285443186,370223191
790,790,279130676,287157590,380954728
