ID,Size Input,Knuth's BST,Bisection heuristic BST,Perfectly Balanced BST
380,380,13427562,13832632,14544620
381,381,13535780,13882834,14750958
382,382,13687259,14145998,14818557
383,383,13447115,13893867,14603254
384,384,13735804,14217553,14950846
385,385,13410932,13868579,14532155
386,386,13548610,13888402,14668269
387,387,13818855,14096720,15016056
388,388,14206424,14537627,15277646
389,389,13770265,14114623,15048099
390,390,14275099,14665011,15347955
391,391,14231798,14563137,15575600
392,392,13737671,14067522,14763775
393,393,13864831,14232185,15087717
394,394,14469300,14785737,15514020
395,395,13409195,13762686,14640715
396,396,14360044,14782301,15465704
397,397,13860595,14181291,15074469
398,398,14095494,14442829,15329107
399,399,14428187,14782948,15578382
400,400,14672561,15042525,15917916
401,401,15161493,15539131,16298742
402,402,14528908,14999501,15641372
403,403,13874624,14409527,15091562
404,404,14992073,15347734,16042000
405,405,14613074,14962073,15879587
406,406,14401692,14661163,15400866
407,407,13977173,14424773,15274702
408,408,13839762,14207468,15171675
409,409,14824380,15239042,16006877
410,410,14565536,14882279,15549398
411,411,14890224,15220945,16052328
412,412,15080079,15442364,16285905
413,413,15175552,15451989,16359488
414,414,14888953,15284293,16002282
415,415,15010513,15592381,16414440
416,416,15475404,15839674,16661333
417,417,13864189,14199573,14990780
418,418,15360519,15741480,16577068
419,419,15433275,15882117,16547937
420,420,14885682,15253593,16160685
421,421,15771170,16071930,16921572
422,422,15705904,16163809,16942300
423,423,15192876,15656550,16297999
424,424,15114896,15547983,16379081
425,425,15952264,16263786,17228833
426,426,15123501,15538631,16401382
427,427,15849621,16261968,17027408
428,428,15804189,16162682,17039074
429,429,15210943,15631788,16423801
430,430,15443112,15844724,16675928
431,431,16667317,17095452,17828263
432,432,15294857,15674936,16498202
433,433,16512965,16879286,17714142
434,434,15337347,15774356,16761081
435,435,15810251,16225249,17190442
436,436,15668848,16045577,17003163
437,437,15621253,16104406,16837555
438,438,16957191,17253034,18076603
439,439,15789374,16118983,17070571
440,440,16017629,16509220,17270633
441,441,16446218,16917379,17518297
442,442,16316114,16736298,17724884
443,443,15629787,16120043,16725102
444,444,16235631,16632345,17315767
445,445,15785333,16097197,17176107
446,446,16167313,16679885,17316900
447,447,16612918,17040315,17729585
448,448,15986084,16433205,17148190
449,449,16955673,17470907,18268420
450,450,16201413,16692143,17340251
451,451,16401673,16828679,17646992
452,452,16569139,17019333,17886884
453,453,16467334,16931491,17488557
454,454,16503114,16963942,17747464
455,455,16848133,17179967,18182900
456,456,16547590,16865367,18045304
457,457,16641121,17100173,17940831
458,458,16146401,16601594,17505532
459,459,17531947,17942648,18786217
460,460,17104430,17485057,18522296
461,461,17299075,17640409,18526769
462,462,17549834,17894993,18809217
463,463,17620550,17903484,18766095
464,464,17477668,17926726,18704501
465,465,16196733,16586666,17436613
466,466,17322812,17795492,18560258
467,467,16251327,16625937,17500182
468,468,17814015,18362451,19024537
469,469,17318339,17686411,18482713
470,470,18264759,18788484,19668526
471,471,17973431,18492082,19086293
472,472,17861927,18229052,19361956
473,473,16632061,17130997,17969053
474,474,18785161,19255148,20043010
475,475,16577620,16966671,17849987
476,476,18273632,18814735,19659141
477,477,18580889,19009111,19712924
478,478,17826790,18289701,19134853
479,479,17657376,18135340,18876493
480,480,17176067,17807688,18261928
481,481,18041763,18491002,19357571
482,482,17916366,18409786,19010300
483,483,18255630,18626624,19506526
484,484,17706314,18185249,18896699
485,485,17852337,18231083,19174497
486,486,17554254,17986554,18929100
487,487,16752587,17170792,18144045
488,488,17735894,18195009,18939863
489,489,18186770,18685167,19459142
490,490,17763370,18187801,18923787
491,491,18995206,19459297,20285832
492,492,19021864,19541784,20420797
493,493,18533980,19012898,19786231
494,494,18351790,18898861,19627590
495,495,18539001,18975565,19739507
496,496,17802039,18206878,19134749
497,497,18400997,19005426,19496541
498,498,18612719,19106257,20022262
499,499,17927055,18517491,19280621
